t,B_L,B_M,B_N,Vn_i,Vn_e,Vn_he
2000-01-01 12:00:01.548,-1.1162000135088055,-4.582710541654243,0.8508040899308105,56.450253432624415,,
2000-01-01 12:00:01.548,-1.129662704254373,-4.608889911635443,0.8418435017631513,40.206413476582625,,
2000-01-01 12:00:01.548,-1.1430951950661263,-4.616179615997534,0.8533719069640484,50.44270122777395,,
2000-01-01 12:00:01.548,-1.1509657032890523,-4.635579560013511,0.83311060196726,72.05703963936932,,
2000-01-01 12:00:01.548,-1.1628723626582516,-4.633873644088323,0.8288470966783528,77.4375179111118,,
2000-01-01 12:00:01.548,-1.1797954796125014,-4.630778314335062,0.8359064362760092,70.73608612217686,,
2000-01-01 12:00:01.548,-1.2027360558789029,-4.655361177006964,0.8244560049523054,68.87751299764464,,
2000-01-01 12:00:01.548,-1.226320944498044,-4.673822177401301,0.7921378162382191,44.480574553681066,,
2000-01-01 12:00:01.548,-1.2367823525369974,-4.661205325571624,0.7923396597940717,46.89569978758869,,
2000-01-01 12:00:01.548,-1.2345393576325245,-4.699768919798283,0.8135392810310821,60.93600471679233,,
2000-01-01 12:00:01.548,-1.2458434117159154,-4.71877980931297,0.819090202027497,76.68887076256742,,
2000-01-01 12:00:01.548,-1.2531049464304802,-4.691679878838922,0.8140589502651746,70.9530900989594,,
2000-01-01 12:00:01.548,-1.2869341605712443,-4.701882686406582,0.7983633058959154,62.26949100005733,,
2000-01-01 12:00:01.548,-1.2922232862182934,-4.717407300318305,0.8142237248071869,57.54227080505245,,
2000-01-01 12:00:01.548,-1.3034029381957526,-4.742205642957028,0.8250576250631227,42.2329514251046,,
2000-01-01 12:00:01.548,-1.285580942945835,-4.743484350899655,0.8131603379212355,42.436837854314675,,
2000-01-01 12:00:01.548,-1.3095525421164507,-4.736514537096777,0.8106678437672584,39.017199294792874,,
2000-01-01 12:00:01.548,-1.345367099032044,-4.73562392960688,0.7914199389566374,56.20331119576579,,
2000-01-01 12:00:01.548,-1.3480851532673908,-4.767687177068832,0.7759262452881402,79.03499734491108,,
2000-01-01 12:00:01.548,-1.3512968590337275,-4.786313802862569,0.7738772006063653,59.99030319010912,,
2000-01-01 12:00:01.548,-1.3761663843220124,-4.810016084426245,0.7872774647455786,38.124641555455746,,
