t,B_L,B_M,B_N,Vn_i,Vn_e,Vn_he
2000-01-01 12:00:01.548,-2.704419197383754,-1.0705995110041,0.31949695982956267,67.95633090758352,,
2000-01-01 12:00:01.548,-2.6972827913489157,-1.0949011159698199,0.286300853890164,41.746469044057356,,
2000-01-01 12:00:01.548,-2.7112989882107694,-1.0906196594267243,0.2865331140883256,67.0832913202198,,
2000-01-01 12:00:01.548,-2.733425604676921,-1.0912661546498335,0.27702249966836134,88.30847130425498,,
2000-01-01 12:00:01.548,-2.750587080386516,-1.0712523452690292,0.25481737377624375,88.77360455616123,,
2000-01-01 12:00:01.548,-2.7809333835339825,-1.0772115944488228,0.23308580911616356,79.62944566210416,,
2000-01-01 12:00:01.548,-2.7978408951483686,-1.1329896272635802,0.18674582962552003,73.2366328426622,,
2000-01-01 12:00:01.548,-2.8223695962030355,-1.1484346796424865,0.14986111021177162,56.23217511946492,,
2000-01-01 12:00:01.548,-2.831522492531936,-1.151345105729015,0.17656145687493793,66.21382254243012,,
2000-01-01 12:00:01.548,-2.8093190784245694,-1.1134342485252093,0.20881173666263694,78.71992102533618,,
2000-01-01 12:00:01.548,-2.8090526049146938,-1.1237567804729727,0.1969434951695119,72.3019935687578,,
2000-01-01 12:00:01.548,-2.8316383102113805,-1.1544822562765151,0.18834893471974565,75.19637752213,,
2000-01-01 12:00:01.548,-2.8344312047907856,-1.1764892867042316,0.19037182295783933,64.81452741744039,,
2000-01-01 12:00:01.548,-2.820727780809928,-1.184995049877493,0.18967653820308894,59.90968252993594,,
2000-01-01 12:00:01.548,-2.8223035753927164,-1.1904166492632033,0.15387365636050324,52.06154748448702,,
2000-01-01 12:00:01.548,-2.816715833339473,-1.182748810819876,0.127701565847477,50.125530631871705,,
2000-01-01 12:00:01.548,-2.8156345253140023,-1.1861702626205013,0.14716123264568037,58.34499331506622,,
2000-01-01 12:00:01.548,-2.811980527382627,-1.2073262036433512,0.17614640198556747,73.28884545852377,,
2000-01-01 12:00:01.548,-2.822616718056189,-1.20471423867008,0.1672567940996224,82.47208103042196,,
2000-01-01 12:00:01.548,-2.813821398717758,-1.223520313382014,0.15983987788012027,67.13869731394911,,
2000-01-01 12:00:01.548,-2.8215380827716845,-1.2304403277534322,0.16134486722175845,45.9893584155674,,
2000-01-01 12:00:01.548,-2.8481818579419826,-1.2547913936585176,0.14187207908555316,22.418395612692397,,
2000-01-01 12:00:01.548,-2.87759982690123,-1.2792173953307375,0.13634794414888085,3.291436864272073,,
2000-01-01 12:00:01.548,-2.8550287601989845,-1.2632850744774635,0.12664777221940937,5.0768306089553885,,
2000-01-01 12:00:01.548,-2.8431879271661913,-1.2665345226675289,0.11475013644734897,0.47009176702610794,,
2000-01-01 12:00:01.548,-2.853524493163122,-1.2851501489547226,0.09168580274636581,-3.3309805612730448,,
2000-01-01 12:00:01.548,-2.8572482366704413,-1.2735217755986694,0.09960658673581464,-7.535555830805673,,
2000-01-01 12:00:01.548,-2.808859222340724,-1.2860985017760065,0.10102919802388034,-9.607805218868107,,
2000-01-01 12:00:01.548,-2.806448720936489,-1.2902798082131548,0.09362593403497613,9.545298149404594,,
2000-01-01 12:00:01.548,-2.841870523239601,-1.3092822330149771,0.10460447903522115,23.018529205219174,,
2000-01-01 12:00:01.548,-2.830954544397162,-1.3187156649342482,0.09243638962244764,19.487436121166,,
2000-01-01 12:00:01.548,-2.8026129019907935,-1.3430391675199371,0.12193634148839648,4.263634040079053,,
2000-01-01 12:00:01.548,-2.8056118651677666,-1.3686395320872724,0.1406362081334862,10.158476417637742,,
2000-01-01 12:00:01.548,-2.8178629840371303,-1.3804334489479217,0.15883134010459624,7.2978277939985805,,
2000-01-01 12:00:01.548,-2.7726843066313194,-1.3702010063783376,0.140466580690907,-2.3658037892782717,,
2000-01-01 12:00:01.548,-2.741399868157582,-1.3868620695603784,0.15332204594444887,-12.269907605897675,,
2000-01-01 12:00:01.548,-2.744000722032174,-1.3619070137093816,0.14293655314493994,-12.920187461783117,,
2000-01-01 12:00:01.548,-2.728166190581236,-1.3924367933954442,0.16733467239272937,-15.21388952134237,,
2000-01-01 12:00:01.548,-2.7300016994681062,-1.4017884405727001,0.14301700414606186,-23.90189129809993,,
2000-01-01 12:00:01.548,-2.732471807357914,-1.4306050799388685,0.1276667159663173,-28.9622659345401,,
2000-01-01 12:00:01.548,-2.7790436467480975,-1.4450148498141153,0.12734299712495825,-25.356797084541192,,
2000-01-01 12:00:01.548,-2.77469909288697,-1.452057220833572,0.08718446325637468,-17.624445978584358,,
2000-01-01 12:00:01.548,-2.7603335554153663,-1.4406605276307718,0.08804024299618446,-16.728362484748228,,
2000-01-01 12:00:01.548,-2.743868886420849,-1.4455072951783823,0.07342342843769616,-22.93618751720528,,
2000-01-01 12:00:01.548,-2.7505782043590283,-1.4401515862330645,0.03347543100154564,-32.3021344811345,,
2000-01-01 12:00:01.548,-2.744795480943883,-1.4811134342523622,0.043866490177617845,-35.87826801289942,,
2000-01-01 12:00:01.548,-2.7201876096451394,-1.4996628499825235,0.016754732557978776,-38.247618626169604,,
2000-01-01 12:00:01.548,-2.698520139224265,-1.5012426938492174,-0.011037870819439013,-39.67150190244322,,
2000-01-01 12:00:01.548,-2.70927871163375,-1.4885049498443108,-0.03040784925802947,-42.525573380971124,,
2000-01-01 12:00:01.548,-2.718907487861967,-1.5153437516279744,-0.0364865279747702,-48.57308382694169,,
2000-01-01 12:00:01.548,-2.694060974286392,-1.500057935404313,-0.038733258476156635,-54.56605551571419,,
2000-01-01 12:00:01.548,-2.667070913616028,-1.471827933721124,-0.047366347792875976,-48.22209160669697,,
2000-01-01 12:00:01.548,-2.6548266254583712,-1.4738356531927246,-0.05578849601607817,-43.63389254276047,,
2000-01-01 12:00:01.548,-2.675446240242667,-1.4997782152754655,-0.08925619384949444,-49.34057292001504,,
2000-01-01 12:00:01.548,-2.6604915819764616,-1.5020032737136786,-0.1152866575180788,-55.48755501582347,,
2000-01-01 12:00:01.548,-2.6465600767747235,-1.4845193485535897,-0.11076079948052768,-50.512149614141805,,
2000-01-01 12:00:01.548,-2.6290423132412446,-1.4962651407589593,-0.09590431715265425,-31.798142523008103,,
2000-01-01 12:00:01.548,-2.599317034098541,-1.5071890126531826,-0.1052684847606856,-14.876367285112762,,
2000-01-01 12:00:01.548,-2.591446326125473,-1.5257463010709607,-0.13819444212842383,-22.586001660694254,,
2000-01-01 12:00:01.548,-2.6084771841187533,-1.5233033064521015,-0.1586032629095388,-44.28644681274777,,
2000-01-01 12:00:01.548,-2.607303737148974,-1.5225385890215615,-0.12952243037784567,-36.953096583993236,,
2000-01-01 12:00:01.548,-2.6056115150611148,-1.5153031435145956,-0.16711094265355153,-12.197718458096238,,
2000-01-01 12:00:01.548,-2.5984216979685515,-1.4995928731992496,-0.19304226780947376,-20.518237318295323,,
2000-01-01 12:00:01.548,-2.5748512420738363,-1.5091365353209727,-0.18611171274164018,-34.08681715464145,,
2000-01-01 12:00:01.548,-2.541457135790222,-1.4993004147492435,-0.2021600957212302,34.15562666337779,,
2000-01-01 12:00:01.548,-2.53207374266401,-1.466515617324388,-0.22173933212744013,6.157218653833287,,
2000-01-01 12:00:01.548,-2.5445808588872674,-1.4721461208220525,-0.21409495603602852,-7.077371078160932,,
2000-01-01 12:00:01.548,-2.5540827487445936,-1.477738675955621,-0.24144892422197542,7.25314637370433,,
2000-01-01 12:00:01.548,-2.5392400332892544,-1.5066381554157298,-0.3051310946501459,5.846355833240125,,
2000-01-01 12:00:01.548,-2.491117813214075,-1.4845981307711258,-0.32075738612512505,6.2536093819268395,,
2000-01-01 12:00:01.548,-2.4764736464071073,-1.4754412179521792,-0.30105021350923933,-8.491494402876027,,
2000-01-01 12:00:01.548,-2.508321929833829,-1.4604357011720932,-0.3255109543168629,0.2996609055345626,,
2000-01-01 12:00:01.548,-2.5257942232701724,-1.4810342104859093,-0.354317701584757,5.613006874468647,,
2000-01-01 12:00:01.548,-2.504451312270967,-1.5037598274619333,-0.3415412704008721,1.8436313181913686,,
2000-01-01 12:00:01.548,-2.4757174383599594,-1.4905786388769082,-0.2973680101302727,1.7699783468316912,,
2000-01-01 12:00:01.548,-2.471690582799901,-1.504772677383448,-0.3096949002772477,2.286835088352068,,
2000-01-01 12:00:01.548,-2.4889870649440757,-1.521300752382522,-0.3390322556409793,5.025193922470178,,
2000-01-01 12:00:01.548,-2.4953334688270212,-1.493014294079282,-0.36706356556146086,0.23905533298678794,,
2000-01-01 12:00:01.548,-2.4575753487873477,-1.474493559600318,-0.37774718006275027,-4.6732820214434065,,
2000-01-01 12:00:01.548,-2.4167859682496404,-1.4838099976284465,-0.3995445261454199,-6.220136260680595,,
2000-01-01 12:00:01.548,-2.4410651032203527,-1.468758365520167,-0.4065773208253856,1.0261929544738015,,
2000-01-01 12:00:01.548,-2.4341048550651716,-1.4668100691553136,-0.3935568972923367,3.3404007894666,,
2000-01-01 12:00:01.548,-2.434496645544778,-1.4784369627670995,-0.3911320996681039,3.057832791871494,,
2000-01-01 12:00:01.548,-2.4305939232726947,-1.5008207567213447,-0.42448066145390745,-12.172587559154124,,
