t,B_L,B_M,B_N,Vn_i,Vn_e,Vn_he
2000-01-01 12:00:01.548,-6.569376385100618,-3.59936278887638,2.278286839217821,71.70585832346518,,
2000-01-01 12:00:01.548,-6.5594675480711615,-3.5869512538213986,2.307720073170694,93.21134298129344,,
2000-01-01 12:00:01.548,-6.539463654711936,-3.5995251178943457,2.325561540797805,124.5904127768073,,
2000-01-01 12:00:01.548,-6.534702731249469,-3.574052700924086,2.3546232597050545,101.76729879757545,,
2000-01-01 12:00:01.548,-6.522044805785637,-3.533158612186341,2.401626379611147,95.34156407786621,,
2000-01-01 12:00:01.548,-6.493365901050863,-3.5090624744354826,2.4284172913092226,81.49562267515094,,
2000-01-01 12:00:01.548,-6.5238430322564165,-3.4716601861937524,2.452825455562051,86.30091161853214,,
2000-01-01 12:00:01.548,-6.495407038513339,-3.4590241374281763,2.493757031636472,91.72798957317724,,
2000-01-01 12:00:01.548,-6.461099701440059,-3.435900034280437,2.53928658017611,75.88926137477587,,
2000-01-01 12:00:01.548,-6.486239003520436,-3.3954180268223726,2.577498534619434,93.81286969146794,,
2000-01-01 12:00:01.548,-6.500091787636822,-3.3458527058718097,2.6060001577594787,76.35780526151838,,
2000-01-01 12:00:01.548,-6.48072536429111,-3.28914653540955,2.6403869242818407,68.39721962491049,,
2000-01-01 12:00:01.548,-6.466788056936793,-3.263430600232742,2.67267554481286,58.606685117409576,,
2000-01-01 12:00:01.548,-6.463531784757245,-3.249740309597754,2.7195553970450153,76.66238112437662,,
2000-01-01 12:00:01.548,-6.460931591160474,-3.196196312379167,2.7445943199851186,90.6699476686928,,
2000-01-01 12:00:01.548,-6.43889172299429,-3.1453621112906265,2.792746008768623,97.23817770011063,,
2000-01-01 12:00:01.548,-6.422474498464879,-3.0741431042380793,2.8385916325062635,102.37483850863062,,
2000-01-01 12:00:01.548,-6.426942680482822,-3.0294616058033172,2.880841025044349,105.757907384714,,
2000-01-01 12:00:01.548,-6.393419059768355,-3.0256795865468438,2.9229368971426917,93.41771984749907,,
2000-01-01 12:00:01.548,-6.415267289450797,-2.973391587591439,2.9880471734589347,62.520138078368134,,
2000-01-01 12:00:01.548,-6.446658465897263,-2.913565850312641,3.017023731910205,47.92340119564579,,
2000-01-01 12:00:01.548,-6.379712763110165,-2.846257706259515,3.0383936394797466,17.503633046629332,,
2000-01-01 12:00:01.548,-6.357754734649134,-2.78824780163331,3.064721863396109,11.401887931329831,,
2000-01-01 12:00:01.548,-6.324667776731248,-2.763843552826199,3.1041009644745303,18.440449883600184,,
2000-01-01 12:00:01.548,-6.3188675218966495,-2.705863827635273,3.1443435966507542,20.365936658183216,,
2000-01-01 12:00:01.548,-6.320027938037237,-2.6434328980739616,3.1708056330166476,-6.616346210066547,,
2000-01-01 12:00:01.548,-6.313387839043528,-2.573847242045385,3.1788855859085676,1.3722057478686602,,
2000-01-01 12:00:01.548,-6.264786399814772,-2.562231822810592,3.2191706413609755,13.381708819667352,,
2000-01-01 12:00:01.548,-6.241209141392159,-2.5196913934531673,3.2720537609339586,26.089210170478076,,
