pair,delay_s,Vn_km_per_s,duration_s,thickness_km,MMS1_crossing,MMS2_crossing,MMS3_crossing,MMS4_crossing,MVA_normal_x,MVA_normal_y,MVA_normal_z,lambda2_over_lambda1,lambda3_over_lambda2,MVA_quality
ALL,NaN;NaN;NaN,NaN,179.0,NaN,2019-01-27 12:15:00,,,,-0.5262,-0.8500,0.0228,2.308,6.773,good
