set,probe,time_utc,shear_deg,sigma_deg
mixed_1230_1243,1,2019-01-27T12:18:00+00:00,150.40817164562804,9.906832231198736
mixed_1230_1243,2,2019-01-27T12:18:00+00:00,150.73828837024158,11.837034561916749
mixed_1230_1243,3,2019-01-27T12:18:00+00:00,145.10055407304782,15.268532479392283
mixed_1230_1243,4,2019-01-27T12:18:00+00:00,145.11537786305644,17.116911390820878
